Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
53, ?,14, ?, White, Female,35, USA, Yes
34, Private,10, Business, Black, Male,30, USA, No
20, ?,10, ?, White, Female,35, USA, No
24, Private,6, Business, White, Male,49, Other, No
26, Private,13, Prof-specialty, White, Female,20, USA, No
25, Private,9, Adm-clerical, White, Female,48, USA, No
35, Private,10, Business, White, Female,36, USA, No
41, Private,10, Craft-repair, White, Male,40, USA, Yes
33, Private,7, Craft-repair, White, Male,40, USA, No
18, Private,10, Other-service, White, Female,25, USA, No
27, Self,9, Adm-clerical, White, Male,38, USA, No
32, Private,9, Other-service, White, Female,35, USA, No
51, Government,9, Other-service, Black, Male,40, USA, No
38, Private,11, Adm-clerical, Black, Female,40, USA, No
41, Government,10, Transport-moving, White, Female,25, USA, No
26, Private,10, Craft-repair, White, Male,40, USA, No
38, Self,11, Business, White, Male,35, USA, No
54, Private,5, Business, White, Male,45, USA, Yes
30, Private,13, Prof-specialty, White, Female,60, Other, No
31, Private,10, Business, White, Female,30, USA, No
26, Government,13, Prof-specialty, White, Male,40, USA, No
75, Self,16, Prof-specialty, White, Male,3, USA, No
29, Private,14, Transport-moving, Black, Male,40, USA, No
61, Private,9, Business, White, Male,50, USA, Yes
24, Private,10, Business, White, Female,45, USA, No
22, ?,8, ?, White, Male,30, USA, No
34, Private,12, Prof-specialty, White, Male,40, USA, No
42, Private,10, Craft-repair, White, Male,40, USA, No
24, Private,7, Craft-repair, White, Male,40, USA, No
42, Self,12, Business, White, Male,40, ?, No
27, Government,9, Craft-repair, Black, Male,40, USA, No
39, Government,13, Prof-specialty, White, Female,50, USA, Yes
20, Private,9, Handlers-cleaners, White, Male,40, USA, No
51, Private,7, Other-service, Black, Female,40, USA, No
68, Private,13, Business, White, Male,30, USA, No
28, Government,9, Machine-op-inspct, White, Male,48, USA, No
43, Private,9, Tech-support, White, Female,40, USA, No
35, Private,10, Craft-repair, White, Male,40, USA, No
44, Private,9, Adm-clerical, Black, Female,40, USA, No
41, Private,13, Handlers-cleaners, White, Male,40, USA, No
44, Private,9, Tech-support, White, Male,45, USA, Yes
20, Private,9, Adm-clerical, White, Female,40, USA, No
46, Private,9, Craft-repair, White, Male,75, USA, Yes
27, Self,12, Transport-moving, White, Male,70, USA, Yes
32, Private,10, Other-service, White, Male,50, USA, No
46, Private,10, Business, White, Male,50, USA, No
26, Private,9, Other-service, White, Male,24, USA, No
20, Private,10, Adm-clerical, Other, Female,40, Other, No
36, Private,9, Farming-fishing, White, Female,40, USA, No
49, Private,13, Business, White, Male,40, USA, Yes
32, Private,9, Business, White, Male,55, USA, Yes
32, Private,13, Prof-specialty, White, Male,50, USA, Yes
49, Private,13, Craft-repair, White, Male,40, USA, Yes
36, Private,9, Transport-moving, White, Male,45, USA, No
22, Private,10, Other-service, White, Male,25, USA, No
52, Government,9, Adm-clerical, White, Female,40, USA, No
42, Private,9, Business, White, Male,50, USA, Yes
22, ?,10, ?, White, Male,40, USA, No
72, Private,9, Other-service, White, Female,16, USA, No
30, Government,13, Prof-specialty, White, Female,40, USA, No
44, Private,10, Handlers-cleaners, White, Male,40, USA, No
23, Private,13, Business, White, Female,45, USA, No
22, Private,10, Business, White, Male,20, USA, No
59, Private,13, Adm-clerical, White, Male,60, USA, No
46, Private,9, Prof-specialty, White, Female,40, USA, No
30, Private,11, Handlers-cleaners, White, Male,40, Other, No
64, Government,4, Other-service, White, Female,30, Other, No
31, Private,10, Business, Black, Female,40, USA, No
64, Private,9, Other-service, White, Male,20, USA, No
45, Private,9, Machine-op-inspct, White, Female,40, USA, No
59, Private,9, Machine-op-inspct, White, Male,40, USA, Yes
32, Private,9, Adm-clerical, Black, Female,40, Other, No
43, Private,13, Machine-op-inspct, Other, Male,40, USA, No
66, ?,6, ?, White, Female,20, USA, No
23, Private,10, Business, White, Male,45, USA, No
49, Self,9, Craft-repair, White, Male,40, USA, No
32, Private,8, Machine-op-inspct, White, Male,40, Other, No
49, Private,11, Business, White, Female,40, USA, No
33, Private,10, Prof-specialty, White, Male,40, USA, No
28, Private,15, Prof-specialty, White, Female,85, USA, No
47, Private,9, Business, Black, Male,40, USA, No
41, Private,9, Other-service, White, Male,40, USA, No
34, Government,14, Business, White, Male,40, USA, Yes
25, Private,9, Other-service, White, Female,35, USA, No
20, ?,10, ?, White, Female,40, USA, No
21, Private,10, Business, White, Female,15, USA, No
25, Private,9, Farming-fishing, White, Male,30, ?, No
46, Private,5, Other-service, White, Male,40, USA, No
37, Private,2, Craft-repair, Other, Male,40, Other, No
41, Private,10, Craft-repair, White, Male,56, USA, Yes
44, Private,9, Adm-clerical, White, Male,50, USA, No
30, Private,9, Tech-support, White, Male,40, USA, Yes
54, Private,10, Machine-op-inspct, White, Male,40, USA, No
35, Self,9, Farming-fishing, White, Male,99, USA, No
58, ?,9, ?, White, Female,12, USA, No
21, Private,10, Tech-support, White, Female,25, Other, No
35, Self,14, Business, White, Male,40, USA, Yes
35, Private,15, Prof-specialty, White, Male,80, USA, Yes
19, Private,10, Craft-repair, White, Male,20, USA, No
48, Private,9, Business, White, Female,40, USA, No
56, ?,10, ?, White, Male,40, Other, No
65, Self,10, Craft-repair, White, Female,35, USA, No
40, Private,13, Adm-clerical, Black, Male,35, USA, No
26, Private,9, Adm-clerical, White, Female,40, USA, No
45, Private,10, Business, White, Male,40, USA, No
26, Private,10, Craft-repair, White, Male,40, USA, No
32, Private,9, Adm-clerical, White, Male,40, USA, No
35, Private,13, Business, White, Male,50, USA, Yes
22, Self,10, Craft-repair, White, Male,48, USA, No
37, Private,11, Prof-specialty, White, Female,38, USA, No
25, Private,13, Craft-repair, White, Male,40, Other, No
64, Private,2, Transport-moving, White, Male,53, ?, No
46, Private,11, Business, White, Male,48, USA, Yes
30, Private,9, Handlers-cleaners, White, Male,27, USA, No
63, Private,12, Business, White, Male,40, USA, Yes
51, Government,9, Protective-serv, White, Male,40, USA, Yes
68, Self,4, Business, White, Male,16, USA, No
36, Private,16, Prof-specialty, White, Male,50, Other, No
28, Self,10, Business, White, Male,50, USA, No
41, Government,10, Business, White, Male,40, USA, No
47, Private,10, Prof-specialty, White, Male,40, USA, No
22, Private,10, Other-service, Black, Female,30, USA, No
33, ?,13, ?, Other, Male,80, Other, No
34, Self,15, Prof-specialty, White, Male,40, USA, Yes
46, Government,13, Prof-specialty, White, Male,40, USA, Yes
28, Private,10, Adm-clerical, White, Female,40, USA, No
36, Private,9, Craft-repair, White, Male,52, USA, Yes
18, Private,10, Business, White, Female,20, USA, No
33, Government,14, Prof-specialty, White, Male,50, USA, Yes
51, Private,9, Transport-moving, White, Male,60, USA, Yes
56, Self,9, Business, White, Male,35, USA, No
54, Private,9, Adm-clerical, White, Female,40, USA, No
29, Private,9, Business, Black, Female,40, USA, No
40, Private,10, Handlers-cleaners, Other, Female,84, USA, No
53, Private,14, Business, White, Male,65, USA, Yes
22, Private,9, Handlers-cleaners, White, Male,35, USA, No
33, Private,9, Machine-op-inspct, White, Male,40, USA, Yes
28, Private,9, Transport-moving, White, Male,50, USA, No
63, Private,10, Prof-specialty, White, Female,12, USA, No
53, Government,16, Prof-specialty, White, Male,60, Other, Yes
37, Private,6, Craft-repair, White, Male,50, USA, No
50, Government,10, Business, White, Male,40, USA, No
22, Private,9, Craft-repair, White, Male,40, USA, No
40, Government,12, Adm-clerical, White, Female,40, USA, No
22, Private,13, Prof-specialty, White, Female,40, USA, Yes
21, Private,10, Prof-specialty, White, Male,40, USA, No
25, Private,12, Handlers-cleaners, Black, Male,40, Other, No
20, Private,10, Craft-repair, White, Female,40, USA, No
43, Government,9, Transport-moving, White, Male,40, USA, No
29, Private,11, Business, White, Female,50, USA, No
32, Private,13, Business, White, Male,40, USA, Yes
42, Private,14, Business, White, Male,50, USA, Yes
33, Private,9, Machine-op-inspct, Other, Male,40, Other, No
27, Private,10, Business, White, Female,40, USA, Yes
22, ?,10, ?, White, Female,40, Other, No
29, Private,10, Machine-op-inspct, White, Male,38, USA, No
29, Private,9, Transport-moving, White, Male,40, USA, No
20, Private,10, Business, White, Female,20, USA, No
35, Private,6, Adm-clerical, White, Male,40, USA, No
31, Self,13, Prof-specialty, White, Male,50, Other, Yes
33, Private,9, Craft-repair, White, Male,50, USA, No
67, Private,10, Business, White, Male,40, USA, No
46, Private,10, Prof-specialty, White, Male,10, USA, No
45, Private,5, Machine-op-inspct, White, Female,40, USA, Yes
17, Government,7, Business, White, Male,20, USA, No
35, Private,13, Business, White, Male,70, USA, Yes
48, Self,13, Business, Black, Male,40, Other, Yes
49, Private,9, Machine-op-inspct, Black, Female,40, USA, No
20, Private,10, Business, White, Female,40, USA, No
27, Private,9, Machine-op-inspct, White, Male,46, Other, No
64, Private,10, Craft-repair, White, Male,20, USA, No
53, Government,10, Craft-repair, Black, Male,40, USA, No
52, Private,9, Adm-clerical, White, Female,40, USA, No
29, Private,9, Craft-repair, White, Male,55, USA, No
32, Self,9, Craft-repair, White, Male,40, USA, Yes
48, Self,13, Prof-specialty, White, Female,20, USA, Yes
30, Private,10, Craft-repair, White, Male,40, Other, No
34, Private,9, Other-service, White, Male,20, USA, No
19, ?,10, ?, White, Male,50, USA, No
39, Private,9, Prof-specialty, White, Male,50, USA, No
28, Private,7, Handlers-cleaners, White, Male,40, USA, No
17, Private,8, Business, White, Female,10, ?, No
54, Private,13, Prof-specialty, White, Female,50, USA, No
24, Private,10, Business, White, Male,40, USA, No
25, Private,9, Business, White, Female,40, USA, No
25, Private,7, Other-service, White, Female,12, USA, No
48, Government,10, Business, White, Female,40, USA, Yes
24, Private,13, Business, White, Female,40, USA, No
31, Private,10, Business, Other, Male,50, Other, No
47, Private,10, Craft-repair, White, Male,40, USA, Yes
45, Private,13, Business, White, Male,40, ?, Yes
19, Private,10, Adm-clerical, White, Female,25, USA, No
52, Self,10, Business, White, Male,50, USA, Yes
52, Private,9, Adm-clerical, White, Male,40, USA, No
19, ?,9, ?, Other, Female,12, Other, No
60, Private,9, Transport-moving, White, Male,28, USA, No
43, Private,14, Prof-specialty, White, Male,50, USA, Yes
24, Private,12, Other-service, White, Female,30, USA, No
20, ?,10, ?, White, Female,40, USA, No
51, Private,9, Adm-clerical, White, Female,40, USA, No
38, Self,5, Craft-repair, White, Male,40, USA, No
21, Private,10, Adm-clerical, White, Female,10, USA, No
40, Self,9, Adm-clerical, White, Male,50, USA, Yes
54, Private,10, Business, White, Female,40, USA, No
35, Private,13, Other-service, White, Male,50, USA, No
52, Private,7, Machine-op-inspct, Black, Male,40, USA, No
53, Private,9, Business, White, Male,40, USA, Yes
56, ?,10, ?, Black, Female,40, USA, No
35, Private,9, Craft-repair, Black, Male,40, USA, No
43, Self,10, Business, White, Female,42, USA, No
29, Private,13, Craft-repair, White, Male,40, Other, No
29, Private,9, Transport-moving, Other, Male,65, USA, No
27, Private,9, Other-service, White, Female,40, USA, No
58, Private,13, Adm-clerical, White, Male,40, Other, No
64, Private,9, Handlers-cleaners, White, Male,18, USA, No
53, Private,9, Adm-clerical, Black, Female,32, USA, No
21, Private,9, Adm-clerical, White, Female,30, USA, No
40, Self,12, Business, White, Male,30, USA, No
52, Government,16, Prof-specialty, White, Male,40, Other, Yes
38, Private,11, Tech-support, White, Male,50, USA, No
40, ?,10, ?, White, Female,30, USA, No
39, Private,9, Business, White, Male,40, USA, No
56, ?,14, ?, White, Female,50, USA, Yes
68, Private,16, Prof-specialty, White, Male,55, USA, Yes
24, Private,9, Business, White, Male,38, USA, No
40, Self,15, Prof-specialty, White, Male,50, USA, Yes
43, Self,15, Prof-specialty, Black, Male,99, USA, Yes
38, Private,13, Business, White, Female,70, USA, No
45, Private,9, Business, White, Male,40, USA, Yes
18, Private,7, Machine-op-inspct, White, Male,55, USA, No
57, Government,14, Business, White, Male,50, USA, Yes
49, Private,9, Other-service, Black, Female,35, USA, No
25, Private,10, Business, White, Female,40, Other, No
52, Government,10, Adm-clerical, White, Male,40, USA, No
56, Private,6, Craft-repair, White, Male,56, USA, No
26, Self,10, Business, White, Male,48, USA, No
19, Private,9, Craft-repair, White, Female,40, USA, No
25, Self,13, Adm-clerical, Other, Female,40, USA, No
25, Private,9, Adm-clerical, White, Female,30, USA, No
21, Private,9, Business, White, Male,45, USA, No
48, Self,4, Craft-repair, White, Male,40, Other, No
33, Government,14, Prof-specialty, White, Male,60, Other, No
31, Government,9, Protective-serv, Other, Male,40, USA, No
26, Self,9, Farming-fishing, White, Male,65, USA, No
37, Government,13, Prof-specialty, White, Male,38, USA, No
29, ?,10, ?, White, Female,30, USA, No
20, Private,10, Other-service, White, Male,20, USA, No
28, Private,10, Business, Other, Male,60, ?, No
49, Private,9, Adm-clerical, White, Female,20, USA, No
73, ?,6, ?, White, Male,4, USA, No
49, Private,14, Business, White, Male,40, USA, Yes
51, Private,10, Prof-specialty, White, Female,40, USA, Yes
40, Private,10, Business, White, Male,40, USA, No
24, Private,11, Machine-op-inspct, White, Female,40, USA, No
18, Private,8, Business, White, Male,24, USA, No
41, Private,6, Transport-moving, Black, Male,40, USA, Yes
46, Private,9, Adm-clerical, White, Male,40, USA, Yes
46, Private,9, Adm-clerical, White, Female,40, USA, No
64, Private,6, Transport-moving, White, Male,40, USA, Yes
50, Self,15, Prof-specialty, White, Male,40, USA, Yes
53, Government,14, Prof-specialty, White, Male,36, USA, Yes
21, Private,9, Craft-repair, White, Male,40, USA, No
22, Government,10, Other-service, White, Male,25, USA, No
37, Private,13, Business, White, Female,45, USA, Yes
39, Government,15, Prof-specialty, White, Male,55, USA, Yes
30, Private,13, Business, Other, Male,40, Other, No
25, Private,13, Prof-specialty, White, Male,40, USA, No
26, Private,10, Business, Black, Female,40, USA, No
43, Private,13, Business, White, Male,50, USA, No
59, Private,9, Adm-clerical, White, Female,60, USA, No
27, Private,9, Adm-clerical, White, Female,40, Other, No
55, Private,6, Craft-repair, Black, Male,40, USA, Yes
20, Private,10, Other-service, White, Male,12, Other, No
25, Private,11, Prof-specialty, White, Female,36, Other, No
28, Private,12, Other-service, White, Male,40, USA, No
29, Private,13, Business, White, Male,50, USA, No
60, Private,7, Business, White, Male,40, USA, Yes
37, Government,13, Prof-specialty, White, Female,50, USA, Yes
25, Private,7, Business, White, Female,40, USA, No
27, Private,10, Craft-repair, White, Male,60, USA, No
50, Government,13, Business, White, Male,40, USA, Yes
41, Self,10, Farming-fishing, White, Male,70, USA, No
46, Private,4, Craft-repair, White, Male,47, USA, No
35, Private,11, Other-service, Black, Female,40, USA, No
21, ?,10, ?, White, Male,40, USA, No
35, ?,7, ?, White, Female,60, USA, No
40, Private,9, Handlers-cleaners, Black, Male,40, USA, No
49, Private,13, Business, White, Male,40, USA, Yes
29, Private,13, Prof-specialty, White, Female,50, USA, No
43, Government,13, Prof-specialty, White, Female,40, USA, No
39, Private,12, Transport-moving, Black, Male,60, USA, No
35, Private,9, Handlers-cleaners, White, Male,60, USA, No
52, Private,10, Machine-op-inspct, White, Male,40, USA, No
25, Private,10, Handlers-cleaners, Black, Male,40, Other, No
20, Self,9, Machine-op-inspct, White, Female,30, USA, No
46, Private,10, Other-service, White, Female,10, ?, No
24, Private,13, Business, White, Male,40, USA, No
29, Private,13, Craft-repair, Other, Male,30, Other, No
21, Private,10, Other-service, White, Male,40, USA, No
37, Government,13, Business, White, Female,50, USA, No
43, Government,9, Adm-clerical, White, Male,40, USA, No
19, Private,9, Adm-clerical, White, Female,26, USA, No
47, Private,9, Business, White, Male,45, USA, No
61, Private,9, Transport-moving, White, Male,45, USA, Yes
21, ?,12, ?, White, Male,55, USA, No
35, Private,9, Other-service, White, Male,60, USA, No
60, Private,6, Handlers-cleaners, Black, Male,40, USA, No
27, Private,10, Adm-clerical, White, Female,40, USA, No
57, Government,13, Prof-specialty, Other, Male,35, Other, No
56, Private,2, Craft-repair, White, Male,40, USA, No
27, Private,9, Business, White, Female,40, USA, No
47, Private,4, Machine-op-inspct, Black, Female,35, USA, No
19, Private,9, Other-service, White, Male,30, USA, No
28, Self,8, Other-service, White, Female,30, USA, No
43, Private,6, Adm-clerical, White, Male,40, USA, No
63, Government,10, Business, White, Female,35, USA, No
22, ?,10, ?, White, Male,40, USA, No
25, Private,9, Handlers-cleaners, Other, Female,40, Other, No
35, Self,9, Machine-op-inspct, White, Male,40, USA, Yes
20, Private,9, Handlers-cleaners, White, Female,40, USA, No
48, Private,6, Business, White, Male,70, USA, No
30, Government,13, Prof-specialty, Black, Female,40, Other, No
31, Private,13, Prof-specialty, White, Male,40, USA, Yes
20, Private,9, Business, Other, Female,24, Other, No
57, Government,14, Prof-specialty, White, Male,50, USA, Yes
41, Private,11, Adm-clerical, White, Female,44, USA, Yes
33, Private,9, Adm-clerical, White, Female,40, USA, No
27, Private,11, Farming-fishing, White, Male,40, USA, No
34, Private,9, Farming-fishing, White, Male,60, USA, Yes
22, Private,6, Craft-repair, White, Male,30, USA, No
50, Private,12, Business, Black, Female,40, USA, Yes
40, Self,13, Prof-specialty, White, Male,45, USA, Yes
37, Private,9, Craft-repair, White, Male,51, USA, No
40, ?,12, ?, White, Male,40, USA, No
53, Private,14, Business, White, Male,55, USA, Yes
38, Self,10, Machine-op-inspct, White, Male,40, USA, Yes
25, Government,9, Prof-specialty, White, Male,40, USA, No
51, Private,9, Craft-repair, Black, Male,40, USA, No
22, ?,8, ?, Black, Male,40, USA, No
18, Private,10, Other-service, White, Male,16, USA, No
41, Private,7, Handlers-cleaners, White, Male,40, USA, Yes
33, Private,9, Adm-clerical, White, Female,40, USA, No
33, Private,13, Business, White, Female,40, USA, No
67, Government,10, Transport-moving, White, Male,40, USA, No
47, Self,9, Business, White, Male,50, USA, Yes
24, Private,10, Machine-op-inspct, White, Male,40, USA, No
32, Government,4, Other-service, White, Male,40, USA, No
29, Private,9, Other-service, White, Female,40, Other, No
25, Private,11, Business, White, Male,45, USA, No
33, Private,10, Adm-clerical, White, Female,40, USA, No
55, Private,13, Craft-repair, White, Male,40, USA, No
31, Private,10, Business, White, Male,40, USA, Yes
32, Government,14, Prof-specialty, White, Male,50, USA, No
18, Private,9, Protective-serv, White, Male,3, USA, No
36, Private,9, Adm-clerical, White, Female,50, USA, No
58, Private,9, Adm-clerical, White, Female,27, USA, No
34, Private,14, Business, White, Male,50, USA, Yes
19, Private,7, Handlers-cleaners, White, Male,40, USA, No
21, Private,9, Adm-clerical, Black, Female,40, USA, No
36, Self,9, Farming-fishing, White, Male,50, USA, No
37, Private,13, Prof-specialty, Black, Female,40, USA, Yes
43, Private,9, Machine-op-inspct, Black, Female,21, Other, No
52, Government,13, Protective-serv, White, Male,40, USA, No
48, Private,11, Other-service, White, Female,40, ?, No
43, Private,10, Prof-specialty, White, Female,38, USA, No
22, Private,9, Other-service, White, Male,40, USA, No
57, Private,3, Transport-moving, White, Male,40, USA, No
37, Private,12, Adm-clerical, White, Female,40, USA, No
39, Private,10, Business, Other, Female,38, USA, No
54, Private,10, Business, White, Male,40, USA, Yes
27, Private,12, Other-service, White, Male,40, USA, No
21, Private,9, Adm-clerical, White, Female,35, USA, No
65, Private,10, Adm-clerical, White, Female,38, USA, No
30, Private,10, Other-service, White, Female,40, USA, No
22, Private,5, Machine-op-inspct, White, Female,40, USA, No
26, Private,13, Business, White, Male,50, USA, No
25, Private,7, Craft-repair, White, Male,40, USA, No
35, ?,11, ?, White, Female,40, USA, Yes
47, Private,11, Business, White, Male,50, USA, Yes
23, Private,12, Other-service, White, Male,60, USA, No
42, Private,9, Business, Black, Male,40, USA, Yes
39, Self,10, Craft-repair, Other, Male,30, USA, No
55, Private,16, Business, White, Male,60, USA, Yes
24, Government,14, Prof-specialty, Other, Female,10, Other, No
46, Self,13, Machine-op-inspct, White, Male,40, ?, Yes
53, Private,9, Craft-repair, White, Male,40, USA, Yes
44, Private,7, Other-service, Black, Female,60, USA, No
40, Private,9, Transport-moving, Black, Female,40, USA, No
48, Private,10, Craft-repair, White, Male,40, USA, Yes
26, Private,11, Adm-clerical, White, Female,35, USA, No
22, Private,9, Business, White, Female,40, USA, No
35, ?,9, ?, White, Female,12, USA, No
20, ?,10, ?, White, Female,20, USA, No
43, Private,9, Business, White, Female,40, USA, No
37, Government,9, Other-service, White, Female,25, USA, No
30, Private,9, Craft-repair, Other, Male,40, Other, No
41, Private,9, Business, Other, Male,50, USA, No
38, Private,15, Prof-specialty, White, Male,60, USA, Yes
77, ?,5, ?, Black, Male,40, USA, No
42, Self,9, Farming-fishing, White, Male,50, USA, No
20, Private,9, Transport-moving, Black, Male,40, USA, No
36, Private,13, Adm-clerical, White, Female,40, USA, No
32, Government,11, Prof-specialty, Other, Male,40, USA, No
27, Private,13, Business, White, Male,40, USA, Yes
25, Government,10, Protective-serv, White, Male,45, USA, No
40, Private,14, Business, White, Male,40, USA, No
18, ?,7, ?, White, Male,25, USA, No
49, Private,13, Business, White, Male,45, USA, Yes
17, Private,7, Other-service, White, Female,16, USA, No
29, Private,9, Business, White, Female,40, USA, No
47, Private,15, Prof-specialty, Other, Male,55, Other, Yes
24, Self,10, Handlers-cleaners, White, Male,45, USA, No
58, ?,4, ?, White, Male,24, USA, No
29, Private,9, Craft-repair, White, Male,40, USA, No
45, Private,10, Adm-clerical, White, Female,24, Other, Yes
30, Private,8, Craft-repair, White, Male,50, USA, No
19, Private,10, Adm-clerical, White, Male,20, USA, No
59, Private,6, Transport-moving, White, Male,40, USA, Yes
47, Private,4, Other-service, White, Female,30, USA, No
41, Private,10, Tech-support, Black, Male,40, USA, No
28, Private,12, Prof-specialty, White, Male,40, Other, No
46, Private,12, Craft-repair, White, Male,40, USA, Yes
40, Self,10, Craft-repair, White, Male,60, USA, No
66, Government,6, Other-service, Black, Female,40, USA, No
30, Government,13, Prof-specialty, Black, Male,45, ?, Yes
44, Self,10, Craft-repair, White, Male,12, USA, No
58, Self,9, Business, White, Male,60, USA, Yes
21, Private,4, Other-service, White, Male,48, Other, No
59, Private,5, Other-service, Black, Female,40, USA, No
35, Government,10, Other-service, White, Male,40, USA, No
45, Private,5, Adm-clerical, Black, Male,40, USA, Yes
30, Private,9, Transport-moving, White, Male,40, USA, No
33, Private,9, Handlers-cleaners, Black, Male,40, Other, No
26, Private,10, Business, White, Female,15, USA, No
48, Private,10, Business, Black, Female,35, USA, No
31, Private,9, Business, Other, Female,40, USA, No
36, Private,9, Business, White, Male,45, USA, No
48, Private,9, Prof-specialty, White, Female,38, USA, No
30, Private,9, Craft-repair, White, Male,40, USA, No
33, Private,9, Handlers-cleaners, White, Male,50, USA, Yes
19, ?,5, ?, White, Female,25, USA, No
37, Government,12, Prof-specialty, Black, Female,40, ?, Yes
53, Private,13, Business, White, Male,45, USA, Yes
18, Private,10, Other-service, White, Female,40, ?, No
38, Private,10, Transport-moving, White, Male,50, USA, Yes
34, Private,10, Other-service, White, Male,50, USA, No
45, Private,13, Business, White, Male,52, USA, Yes
33, Government,11, Prof-specialty, White, Male,60, USA, No
35, Private,11, Craft-repair, White, Female,44, USA, No
22, Private,9, Handlers-cleaners, Black, Male,40, USA, No
35, Private,9, Other-service, White, Female,30, USA, No
45, Private,9, Prof-specialty, Other, Male,8, USA, No
17, Private,7, Farming-fishing, White, Male,45, USA, No
50, Private,9, Business, White, Male,45, USA, No
38, Government,13, Prof-specialty, White, Male,50, USA, Yes
33, Private,10, Craft-repair, White, Male,50, USA, Yes
46, Private,9, Business, White, Male,35, ?, No
25, Private,13, Business, White, Female,50, USA, No
64, Private,9, Craft-repair, White, Male,40, USA, No
62, Self,10, Business, White, Male,10, USA, No
32, Private,9, Tech-support, White, Male,60, USA, Yes
17, Private,7, Business, White, Male,20, USA, No
61, Private,9, Craft-repair, White, Male,55, USA, No
40, Government,16, Prof-specialty, Black, Female,40, USA, No
21, Private,9, Business, White, Female,40, USA, No
39, Private,13, Business, White, Male,50, USA, Yes
35, Self,10, Business, White, Male,45, USA, No
29, Private,11, Prof-specialty, White, Male,40, USA, No
27, Government,12, Transport-moving, Black, Male,40, USA, No
20, Private,12, Adm-clerical, White, Female,40, USA, No
34, ?,10, ?, White, Female,20, USA, Yes
51, Government,14, Prof-specialty, White, Male,40, USA, No
45, Private,9, Machine-op-inspct, Black, Female,15, USA, No
20, ?,10, ?, White, Female,40, USA, No
31, Private,10, Craft-repair, White, Male,40, USA, No
29, Private,9, Tech-support, Black, Male,40, USA, No
56, Private,13, Adm-clerical, White, Male,30, Other, No
55, Self,10, Tech-support, White, Female,12, USA, Yes
26, Private,10, Tech-support, White, Male,20, USA, No
46, Private,10, Craft-repair, White, Male,45, USA, Yes
32, Government,9, Other-service, White, Male,40, USA, No
28, Private,9, Business, White, Male,40, USA, No
27, Private,4, Other-service, White, Male,35, Other, No
23, Private,5, Craft-repair, White, Male,40, Other, No
59, Private,6, Craft-repair, White, Male,40, USA, No
26, Private,8, Craft-repair, Other, Male,48, Other, No
36, Private,6, Handlers-cleaners, White, Male,40, USA, No
18, Private,9, Business, White, Female,15, USA, No
33, Private,5, Handlers-cleaners, White, Male,70, USA, No
60, Self,11, Transport-moving, White, Female,15, Other, Yes
40, Private,9, Machine-op-inspct, White, Female,48, Other, No
48, Private,9, Farming-fishing, White, Male,43, USA, No
27, Self,6, Craft-repair, White, Male,48, USA, No
19, Private,10, Other-service, White, Male,20, USA, No
38, Private,13, Prof-specialty, White, Male,50, USA, Yes
26, Private,10, Craft-repair, White, Male,43, USA, No
45, Government,11, Protective-serv, White, Male,40, USA, No
20, Private,10, Adm-clerical, White, Female,20, USA, No
32, Government,9, Craft-repair, White, Male,40, USA, No
22, Private,10, Handlers-cleaners, White, Female,13, USA, No
22, Private,9, Adm-clerical, White, Male,40, USA, No
38, Government,9, Other-service, Black, Female,38, USA, No
34, Private,9, Craft-repair, White, Male,50, USA, Yes
46, Private,2, Other-service, Other, Female,30, Other, No
39, Private,13, Business, White, Female,25, USA, No
79, Self,9, Other-service, White, Female,24, USA, No
60, ?,13, ?, White, Male,8, USA, Yes
24, Private,9, Business, White, Male,40, Other, No
31, Private,10, Craft-repair, White, Male,65, USA, No
37, Self,13, Business, Other, Male,77, Other, No
23, Private,9, Craft-repair, White, Male,40, USA, No
31, Private,10, Transport-moving, White, Male,45, Other, No
29, Private,13, Prof-specialty, White, Male,40, USA, Yes
22, Government,13, Prof-specialty, White, Female,43, USA, No
69, ?,10, ?, White, Female,20, USA, No
55, Government,9, Other-service, White, Female,38, USA, No
43, Private,9, Craft-repair, White, Male,40, USA, No
23, Private,4, Farming-fishing, Other, Male,36, Other, No
29, Private,9, Adm-clerical, White, Male,35, Other, No
22, Private,11, Other-service, White, Female,40, Other, No
22, Private,10, Business, White, Male,42, USA, No
25, Private,9, Business, White, Male,84, USA, Yes
29, Private,10, Machine-op-inspct, White, Male,45, USA, No
25, Government,10, Transport-moving, Black, Male,40, USA, No
33, Government,9, Business, White, Female,40, USA, No
33, Private,13, Prof-specialty, White, Male,40, USA, Yes
31, Private,16, Prof-specialty, White, Female,28, USA, No
30, Government,14, Prof-specialty, White, Male,45, USA, Yes
55, Private,13, Business, White, Male,40, USA, No
36, Private,8, Business, White, Male,50, USA, No
47, ?,9, ?, White, Female,40, USA, No
28, Private,13, Business, White, Male,40, USA, Yes
42, Private,14, Prof-specialty, White, Male,40, USA, Yes
51, Private,12, Business, White, Male,55, Other, No
62, Government,13, Prof-specialty, Black, Female,40, USA, No
65, Self,10, Business, White, Male,35, USA, Yes
23, Private,13, Prof-specialty, White, Male,40, USA, No
60, ?,9, ?, White, Male,32, USA, No
47, Private,4, Craft-repair, Black, Male,60, USA, Yes
50, Self,9, Business, White, Female,40, USA, No
70, ?,13, ?, White, Male,6, USA, No
32, Self,13, Craft-repair, White, Male,40, USA, No
37, Government,10, Machine-op-inspct, White, Male,40, USA, No
